test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
RASGRF2,RASGRF2,RASGRF2,chr5:80947692-81230162,WT,DSL3,NOTEST,0.999552,1.88922,0.918435,0,1,1,no
RASGRF2-AS1,RASGRF2-AS1,RASGRF2-AS1,chr5:80947692-81230162,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RASGRP1,RASGRP1,RASGRP1,chr15:38488097-38564806,WT,DSL3,NOTEST,0.18495,0.0490288,-1.91543,0,1,1,no
RASGRP2,RASGRP2,RASGRP2,chr11:64726910-64745456,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RASGRP3,RASGRP3,RASGRP3,chr2:33436348-33564731,WT,DSL3,NOTEST,0.0241441,0.182555,2.91859,0,1,1,no
RASGRP4,RASGRP4,RASGRP4,chr19:38403134-38426305,WT,DSL3,NOTEST,0,0.0286662,inf,0,1,1,no
RASIP1,RASIP1,RASIP1,chr19:48720584-48740713,WT,DSL3,NOTEST,0,0.0869344,inf,0,1,1,no
RASL10A,RASL10A,RASL10A,chr22:29312932-29315756,WT,DSL3,NOTEST,0.648783,0.579359,-0.163277,0,1,1,no
RASL10B,RASL10B,RASL10B,chr17:35731659-35743521,WT,DSL3,OK,4.65721,4.74683,0.0274994,0.0814888,0.88685,0.915102,no
RASL11A,RASL11A,RASL11A,chr13:27270326-27273690,WT,DSL3,OK,0.522907,5.48329,3.39042,2.48557,0.0467,0.0836116,no
RASL11B,RASL11B,RASL11B,chr4:52862327-52866835,WT,DSL3,NOTEST,0.524492,0.11433,-2.19772,0,1,1,no
RASL12,RASL12,RASL12,chr15:65045369-65068112,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RASSF1,RASSF1,RASSF1,chr3:50329785-50340936,WT,DSL3,OK,10.3499,16.7253,0.69241,2.21981,0.00015,0.000523084,yes
RASSF1-AS1,RASSF1-AS1,RASSF1-AS1,chr3:50329785-50340936,WT,DSL3,NOTEST,2.0092,0.942394,-1.09222,0,1,1,no
RASSF10,RASSF10,RASSF10,chr11:13009422-13012106,WT,DSL3,NOTEST,0,0.0331199,inf,0,1,1,no
RASSF2,RASSF2,RASSF2,chr20:4780022-4823645,WT,DSL3,NOTEST,0.284954,0.0321685,-3.14701,0,1,1,no
RASSF3,RASSF3,RASSF3,chr12:64610512-64697567,WT,DSL3,OK,10.1069,5.86438,-0.785285,-3.31133,5.00E-05,0.000189718,yes
RASSF4,RASSF4,RASSF4,chr10:44959770-45005329,WT,DSL3,NOTEST,0.935354,0.384173,-1.28376,0,1,1,no
RASSF5,RASSF5,RASSF5,chr1:206507529-206589284,WT,DSL3,NOTEST,0.0350351,0.073938,1.07752,0,1,1,no
RASSF6,RASSF6,RASSF6,chr4:73571549-73620631,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RASSF7,RASSF7,RASSF7,chr11_KI270832v1_alt:90626-93681,WT,DSL3,OK,6.48302,2.35702,-1.4597,-1.64724,0.00435,0.0105568,yes
RASSF8,RASSF8,RASSF8,chr12:25954654-26079892,WT,DSL3,OK,6.10333,7.63404,0.32285,1.49141,0.0133,0.0281712,yes
RASSF8-AS1,RASSF8-AS1,RASSF8-AS1,chr12:25954654-26079892,WT,DSL3,NOTEST,0.685625,1.94873,1.50704,0,1,1,no
RASSF9,RASSF9,RASSF9,chr12:85804552-85836540,WT,DSL3,NOTEST,0,0.427096,inf,0,1,1,no
RAVER1,RAVER1,RAVER1,chr19:10316212-10333638,WT,DSL3,OK,16.8347,15.4651,-0.122422,-0.548472,0.36515,0.461508,no
RAVER2,RAVER2,RAVER2,chr1:64745094-64966504,WT,DSL3,OK,6.80572,4.1413,-0.716665,-0.798089,0.17675,0.25569,no
RAX,RAX,RAX,chr18:59267034-59273393,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RAX2,RAX2,RAX2,chr19:3769090-3772221,WT,DSL3,NOTEST,0,0.144798,inf,0,1,1,no
RB1,RB1,RB1,chr13:48303746-48481890,WT,DSL3,OK,1.14707,3.71172,1.69414,2.8879,0.00015,0.000523084,yes
RB1CC1,RB1CC1,RB1CC1,chr8:52622457-52714466,WT,DSL3,OK,23.8617,17.5957,-0.439471,-2.34375,0.00015,0.000523084,yes
RBAK,RBAK,RBAK,chr7:5045820-5073223,WT,DSL3,OK,3.51324,5.32745,0.600643,2.63035,5.00E-05,0.000189718,yes
RBAK-RBAKDN,RBAK-RBAKDN,RBAK-RBAKDN,chr7:5045820-5073223,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBAKDN,RBAKDN,RBAKDN,chr7:5045820-5073223,WT,DSL3,NOTEST,0.225829,0,#NAME?,0,1,1,no
RBBP4,RBBP4,RBBP4,chr1:32651147-32702760,WT,DSL3,OK,30.0466,23.5035,-0.354329,-1.58409,0.00675,0.0155399,yes
RBBP5,RBBP5,RBBP5,chr1:205086141-205122022,WT,DSL3,OK,7.36737,9.32787,0.340396,1.52227,0.0096,0.0211677,yes
RBBP6,RBBP6,RBBP6,chr16:24539586-24572862,WT,DSL3,OK,12.8867,10.9415,-0.236064,-0.881034,0.12895,0.197214,no
RBBP7,RBBP7,RBBP7,chrX:16844651-16870411,WT,DSL3,OK,78.75,42.1795,-0.900738,-4.79778,5.00E-05,0.000189718,yes
RBBP8,RBBP8,RBBP8,chr18:22933331-23026486,WT,DSL3,OK,21.652,12.8206,-0.756041,-3.93286,5.00E-05,0.000189718,yes
RBBP8NL,RBBP8NL,RBBP8NL,chr20:62410236-62427573,WT,DSL3,NOTEST,0.0855198,0,#NAME?,0,1,1,no
RBBP9,RBBP9,RBBP9,chr20:18486540-18497243,WT,DSL3,OK,8.41097,5.11546,-0.717408,-2.88329,5.00E-05,0.000189718,yes
RBCK1,RBCK1,RBCK1,chr20:408064-430966,WT,DSL3,OK,12.4102,7.72207,-0.684466,-2.59041,0.0001,0.000361213,yes
RBFA,RBFA,RBFA,chr18:80034345-80050652,WT,DSL3,OK,3.76881,3.33239,-0.177552,-0.644035,0.25845,0.347116,no
RBFADN,RBFADN,RBFADN,chr18:80067255-80081304,WT,DSL3,NOTEST,0,0.23506,inf,0,1,1,no
RBFOX1,RBFOX1,RBFOX1,chr16:6019130-7713338,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBFOX2,RBFOX2,RBFOX2,chr22_KI270876v1_alt:59733-259897,WT,DSL3,OK,17.8121,24.4676,0.458016,2.45969,0.0001,0.000361213,yes
RBFOX3,RBFOX3,RBFOX3,chr17:79089344-79516148,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBKS,RBKS,RBKS,chr2:27781363-28338900,WT,DSL3,NOTEST,0.641161,1.12216,0.807517,0,1,1,no
RBL1,RBL1,RBL1,chr20:36996350-37096000,WT,DSL3,OK,9.29933,8.04932,-0.20826,-0.959916,0.1003,0.160101,no
RBL2,RBL2,RBL2,chr16:53434438-53503304,WT,DSL3,OK,8.39741,6.20643,-0.436181,-1.9005,0.0016,0.0043652,yes
RBM10,RBM10,RBM10,chrX:47145217-47186815,WT,DSL3,OK,17.535,18.1963,0.0534034,0.253736,0.66305,0.738247,no
RBM11,RBM11,RBM11,chr21:14216144-14228372,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBM12,RBM12,RBM12,chr20:35626030-35664956,WT,DSL3,OK,12.3286,11.9214,-0.0484647,-0.171414,0.7761,0.829067,no
RBM12B,RBM12B,RBM12B,chr8:93731500-93740996,WT,DSL3,OK,8.86518,11.2685,0.346072,1.7636,0.0038,0.00938892,yes
RBM12B-AS1,RBM12B-AS1,RBM12B-AS1,chr8:93731500-93740996,WT,DSL3,OK,4.06925,6.15255,0.596423,0.541285,0.35175,0.447824,no
RBM14,RBM14,RBM14,chr11:66616581-66677921,WT,DSL3,OK,8.05995,8.85777,0.136173,0.375286,0.48745,0.581233,no
RBM14-RBM4,RBM14-RBM4,RBM14-RBM4,chr11:66616581-66677921,WT,DSL3,OK,21.2811,18.8962,-0.171472,-0.29443,0.61515,0.697071,no
RBM15,RBM15,RBM15,chr1:110339322-110346681,WT,DSL3,OK,15.5676,17.6927,0.184609,0.878528,0.12565,0.193366,no
RBM15B,RBM15B,RBM15B,chr3:51391267-51500002,WT,DSL3,OK,9.65688,11.0348,0.192429,0.709141,0.21455,0.299345,no
RBM17,RBM17,RBM17,chr10:6088985-6117459,WT,DSL3,OK,19.005,12.905,-0.558452,-2.77006,5.00E-05,0.000189718,yes
RBM18,RBM18,RBM18,chr9:122239554-122323463,WT,DSL3,OK,6.04222,7.43695,0.299633,0.966644,0.0961,0.154425,no
RBM19,RBM19,RBM19,chr12:113816737-113966371,WT,DSL3,OK,7.13742,5.62922,-0.342467,-1.34282,0.02445,0.0477224,yes
RBM20,RBM20,RBM20,chr10:110644396-110839471,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBM22,RBM22,RBM22,chr5:150690789-150701107,WT,DSL3,OK,20.7288,28.6982,0.469325,2.44353,0.0001,0.000361213,yes
RBM23,RBM23,RBM23,chr14:22900644-22919187,WT,DSL3,OK,15.1815,12.1435,-0.322137,-1.37491,0.0161,0.0331911,yes
RBM24,RBM24,RBM24,chr6:17281577-17293868,WT,DSL3,OK,6.78229,13.0795,0.947464,3.40835,5.00E-05,0.000189718,yes
RBM25,RBM25,RBM25,chr14:73058512-73121368,WT,DSL3,OK,22.4007,19.649,-0.189084,-0.997883,0.0883,0.143765,no
RBM26,RBM26,RBM26,chr13:79318867-79406221,WT,DSL3,OK,5.36578,13.1747,1.29591,6.17808,5.00E-05,0.000189718,yes
RBM26-AS1,RBM26-AS1,RBM26-AS1,chr13:79406308-79424333,WT,DSL3,NOTEST,0.129042,0.186669,0.53264,0,1,1,no
RBM27,RBM27,RBM27,chr5:146203599-146289221,WT,DSL3,OK,8.65441,10.6681,0.301799,1.652,0.0059,0.0137832,yes
RBM28,RBM28,RBM28,chr7:128310382-128343908,WT,DSL3,OK,10.6922,11.9236,0.157258,0.73568,0.22105,0.306151,no
RBM3,RBM3,RBM3,chrX:48574352-48581165,WT,DSL3,OK,48.7188,27.602,-0.819703,-4.15559,5.00E-05,0.000189718,yes
RBM33,RBM33,RBM33,chr7:155644508-155781485,WT,DSL3,OK,5.19851,5.3757,0.0483534,0.23955,0.67375,0.74731,no
RBM34,RBM34,RBM34,chr1:235131182-235161256,WT,DSL3,OK,19.8201,25.2071,0.346869,1.60539,0.00695,0.0159342,yes
RBM38,RBM38,RBM38,chr20:57391397-57409330,WT,DSL3,OK,12.7745,11.5375,-0.14694,-0.526491,0.3517,0.447824,no
RBM39,RBM39,RBM39,chr20:35703608-35742336,WT,DSL3,OK,71.817,73.4305,0.0320548,0.16975,0.7788,0.831451,no
RBM4,RBM4,RBM4,chr11:66616581-66677921,WT,DSL3,OK,12.9455,19.7107,0.60653,1.42059,0.0212,0.0420541,yes
RBM41,RBM41,RBM41,chrX:107061887-107118827,WT,DSL3,OK,4.12416,3.53407,-0.22277,-0.648864,0.27025,0.360455,no
RBM42,RBM42,RBM42,chr19:35629077-35637685,WT,DSL3,OK,33.2083,35.5923,0.10002,0.437603,0.45415,0.549725,no
RBM43,RBM43,RBM43,chr2:151248213-151261875,WT,DSL3,NOTEST,0.348879,0.459058,0.395947,0,1,1,no
RBM44,RBM44,RBM44,chr2:237798744-237842808,WT,DSL3,NOTEST,0.0760423,0.0575912,-0.400954,0,1,1,no
RBM45,RBM45,RBM45,chr2:178112423-178129655,WT,DSL3,OK,4.4236,4.98618,0.172714,0.392795,0.5098,0.6023,no
RBM46,RBM46,RBM46,chr4:154781271-154828813,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBM47,RBM47,RBM47,chr4:40423254-40629866,WT,DSL3,NOTEST,0.0777062,0.0311798,-1.31742,0,1,1,no
RBM48,RBM48,RBM48,chr7:92528772-92537509,WT,DSL3,OK,2.26502,3.87933,0.776281,1.54672,0.01685,0.0345207,yes
RBM4B,RBM4B,RBM4B,chr11:66616581-66677921,WT,DSL3,OK,5.15908,5.54255,0.103436,0.141719,0.80005,0.84964,no
RBM5,RBM5,RBM5,chr3:50088907-50118964,WT,DSL3,OK,16.8282,24.8562,0.562726,2.81044,5.00E-05,0.000189718,yes
RBM5-AS1,RBM5-AS1,RBM5-AS1,chr3:50088907-50118964,WT,DSL3,OK,2.48293,4.50947,0.860915,1.02162,0.1272,0.195311,no
RBM6,RBM6,RBM6,chr3:49940043-50077252,WT,DSL3,OK,13.2252,16.2941,0.301069,1.41827,0.01715,0.0350383,yes
RBM7,RBM7,RBM7,chr11:114391447-114410610,WT,DSL3,OK,5.4805,6.99515,0.352046,1.24774,0.03175,0.0601583,no
RBM8A,RBM8A,RBM8A,chr1:145919012-145927536,WT,DSL3,OK,15.0538,16.5751,0.13889,0.798467,0.1868,0.267525,no
RBMS1,RBMS1,RBMS1,chr2:160272150-160493807,WT,DSL3,OK,7.72875,13.5344,0.808326,3.8529,5.00E-05,0.000189718,yes
RBMS2,RBMS2,RBMS2,chr12:56521824-56636379,WT,DSL3,NOTEST,2.1794,2.05538,-0.0845247,0,1,1,no
RBMS3,RBMS3,RBMS3,chr3:29281311-30010395,WT,DSL3,OK,4.03412,4.29702,0.0910844,0.16492,0.7942,0.844438,no
RBMS3-AS1,RBMS3-AS1,RBMS3-AS1,chr3:29281311-30010395,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMS3-AS3,RBMS3-AS3,RBMS3-AS3,chr3:29264193-29280939,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMX,RBMX,RBMX,chrX:136869193-136880780,WT,DSL3,OK,88.8841,115.342,0.375925,1.90102,0.001,0.0028731,yes
RBMX2,RBMX2,RBMX2,chrX:130401968-130413343,WT,DSL3,OK,24.4382,19.1087,-0.354903,-1.54608,0.00855,0.0191329,yes
RBMXL1,RBMXL1,RBMXL1,chr1:88935772-88992960,WT,DSL3,OK,4.87223,4.81945,-0.0157149,-0.0550872,0.92755,0.946316,no
RBMXL2,RBMXL2,RBMXL2,chr11:7088933-7091148,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMXL3,RBMXL3,RBMXL3,chrX:115110619-115234072,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMY1A1,"RBMY1A1,RBMY1B,RBMY1E","RBMY1A1,RBMY1B,RBMY1E",chrY:21880075-21894526,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMY1A3P,RBMY1A3P,RBMY1A3P,chrY:9317060-9322874,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMY1B,"RBMY1B,RBMY1E","RBMY1B,RBMY1E",chrY:21903617-21918067,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMY1D,RBMY1D,RBMY1D,chrY:21534878-21549326,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMY1E,RBMY1E,RBMY1E,chrY:21903617-21918067,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMY1F,"RBMY1F,RBMY1J","RBMY1F,RBMY1J",chrY:22308858-22417881,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMY1J,RBMY1J,RBMY1J,chrY:22308858-22417881,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMY2EP,RBMY2EP,RBMY2EP,chrY:21395147-21401562,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMY2FP,RBMY2FP,RBMY2FP,chrY:22308858-22417881,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBMY3AP,RBMY3AP,RBMY3AP,chrY:9610720-9615153,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBP1,RBP1,RBP1,chr3:139389802-139678043,WT,DSL3,NOTEST,0,0.193537,inf,0,1,1,no
RBP2,RBP2,RBP2,chr3:139389802-139678043,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBP3,RBP3,RBP3,chr10:47348370-47357875,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBP4,RBP4,RBP4,chr10:93591835-93601236,WT,DSL3,OK,6.62407,4.18997,-0.660778,-1.02817,0.1,0.159737,no
RBP5,RBP5,RBP5,chr12:7123683-7128870,WT,DSL3,NOTEST,0.385318,0.0825904,-2.222,0,1,1,no
RBP7,RBP7,RBP7,chr1:9997196-10016020,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBPJ,RBPJ,RBPJ,chr4:26319709-26435130,WT,DSL3,OK,10.468,9.48353,-0.142496,-0.746985,0.21675,0.30175,no
RBPJL,RBPJL,RBPJL,chr20:45293445-45317824,WT,DSL3,NOTEST,0,0.0668928,inf,0,1,1,no
RBPMS,RBPMS,RBPMS,chr8:30382118-30572261,WT,DSL3,NOTEST,0.328997,0.244228,-0.429843,0,1,1,no
RBPMS-AS1,RBPMS-AS1,RBPMS-AS1,chr8:30382118-30572261,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RBPMS2,RBPMS2,RBPMS2,chr15:64739895-64775571,WT,DSL3,NOTEST,0.332717,1.07468,1.69154,0,1,1,no
RBSN,RBSN,RBSN,chr3:15070068-15099157,WT,DSL3,OK,6.24486,5.98009,-0.0625036,-0.201058,0.72175,0.787888,no
RBX1,RBX1,RBX1,chr22:40951346-40973015,WT,DSL3,OK,26.5373,57.7237,1.12114,4.42005,5.00E-05,0.000189718,yes
RC3H1,RC3H1,RC3H1,chr1:173931083-173993072,WT,DSL3,OK,3.51864,4.01643,0.190896,0.922607,0.116,0.180868,no
RC3H2,RC3H2,RC3H2,chr9:122849452-122905283,WT,DSL3,OK,20.8177,20.1466,-0.0472756,-0.265858,0.656,0.732603,no
RCAN1,RCAN1,RCAN1,chr21:34516442-34615142,WT,DSL3,OK,13.7419,11.3078,-0.281257,-1.06117,0.0579,0.100285,no
RCAN2,RCAN2,RCAN2,chr6:46220729-46533480,WT,DSL3,NOTEST,0.0538607,0.0342225,-0.654286,0,1,1,no
RCAN3,RCAN3,RCAN3,chr1:24496332-24537020,WT,DSL3,NOTEST,1.10761,0,#NAME?,0,1,1,no
RCAN3AS,RCAN3AS,RCAN3AS,chr1:24496332-24537020,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RCBTB1,RCBTB1,RCBTB1,chr13:49531945-49585583,WT,DSL3,OK,3.31214,5.36622,0.696145,2.39136,0.0001,0.000361213,yes
RCBTB2,RCBTB2,RCBTB2,chr13:48488962-48533256,WT,DSL3,NOTEST,1.04966,2.96255,1.49691,0,1,1,no
RCC1,RCC1,RCC1,chr1:28505942-28539196,WT,DSL3,OK,38.6845,33.7225,-0.198047,-0.326514,0.578,0.664217,no
RCC2,RCC2,RCC2,chr1:17406754-17439754,WT,DSL3,OK,38.7965,24.1744,-0.682445,-3.61664,5.00E-05,0.000189718,yes
RCCD1,RCCD1,RCCD1,chr15:90954875-90963125,WT,DSL3,OK,3.92695,2.11612,-0.891987,-1.52332,0.00395,0.00970012,yes
RCE1,RCE1,RCE1,chr11:66744735-66846532,WT,DSL3,OK,6.05095,6.53004,0.109931,0.186471,0.71715,0.784326,no
RCHY1,RCHY1,RCHY1,chr4:75479036-75514430,WT,DSL3,NOTEST,1.29354,1.1682,-0.147037,0,1,1,no
RCL1,RCL1,RCL1,chr9:4792833-4861077,WT,DSL3,OK,13.9029,12.0028,-0.212013,-0.808745,0.14175,0.213479,no
RCN1,RCN1,RCN1,chr11:32090930-32105726,WT,DSL3,OK,20.5802,57.1963,1.47466,7.44591,5.00E-05,0.000189718,yes
RCN2,RCN2,RCN2,chr15:76931620-76950260,WT,DSL3,OK,24.3004,14.4228,-0.752625,-3.45197,5.00E-05,0.000189718,yes
RCN3,RCN3,RCN3,chr19:49527617-49543633,WT,DSL3,OK,11.6475,20.4108,0.809316,3.02398,5.00E-05,0.000189718,yes
RCOR1,RCOR1,RCOR1,chr14:102592658-102730576,WT,DSL3,OK,6.44354,7.7316,0.262913,1.21905,0.03305,0.0622493,no
RCOR2,RCOR2,RCOR2,chr11:63911220-63916844,WT,DSL3,NOTEST,0.182484,0.198245,0.119515,0,1,1,no
RCOR3,RCOR3,RCOR3,chr1:211259365-211316383,WT,DSL3,OK,2.22494,3.61594,0.700607,1.56649,0.0027,0.00695977,yes
RCSD1,RCSD1,RCSD1,chr1:167630236-167706249,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RCVRN,RCVRN,RCVRN,chr17:9897709-9905367,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RD3,RD3,RD3,chr1:211476521-211492917,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RD3L,RD3L,RD3L,chr14:103928479-104052667,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RDH10,RDH10,RDH10,chr8:73294601-73356461,WT,DSL3,OK,8.50756,4.13175,-1.04199,-3.74727,5.00E-05,0.000189718,yes
RDH10-AS1,RDH10-AS1,RDH10-AS1,chr8:73294601-73356461,WT,DSL3,NOTEST,0.178465,0.0677751,-1.39681,0,1,1,no
RDH11,RDH11,RDH11,chr14:67676800-67695793,WT,DSL3,OK,24.6537,20.1673,-0.28979,-1.50376,0.01095,0.0237375,yes
RDH12,RDH12,RDH12,chr14:67701885-67734451,WT,DSL3,NOTEST,0.0978398,0,#NAME?,0,1,1,no
RDH13,RDH13,RDH13,chr19_KI270938v1_alt:1026805-1052028,WT,DSL3,OK,6.41776,4.82857,-0.410475,-0.857497,0.1134,0.177375,no
RDH14,RDH14,RDH14,chr2:18554722-18589580,WT,DSL3,OK,7.59827,5.36831,-0.501204,-1.13841,0.05365,0.094081,no
RDH16,RDH16,RDH16,chr12:56951430-56957634,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RDH5,RDH5,RDH5,chr12:55716033-55724742,WT,DSL3,NOTEST,0.25831,0.218596,-0.240837,0,1,1,no
RDH8,RDH8,RDH8,chr19:10013248-10022278,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RDM1,RDM1,RDM1,chr17_KI270857v1_alt:152612-165308,WT,DSL3,NOTEST,1.69711,0,#NAME?,0,1,1,no
RDX,RDX,RDX,chr11:110174879-110296712,WT,DSL3,OK,46.2689,70.5684,0.60898,3.17053,5.00E-05,0.000189718,yes
REC114,REC114,REC114,chr15:73443157-73633412,WT,DSL3,NOTEST,0,0,0,0,1,1,no
REC8,REC8,REC8,chr14:24172024-24188918,WT,DSL3,NOTEST,0.494542,1.06468,1.10626,0,1,1,no
RECK,RECK,RECK,chr9:36036912-36124455,WT,DSL3,NOTEST,1.83919,2.13059,0.212187,0,1,1,no
RECQL,RECQL,RECQL,chr12:21437603-21501669,WT,DSL3,OK,14.7537,24.6043,0.737838,3.79662,5.00E-05,0.000189718,yes
RECQL4,RECQL4,RECQL4,chr8:144511283-144517826,WT,DSL3,OK,17.7566,19.0009,0.0977082,0.460648,0.4265,0.523394,no
RECQL5,RECQL5,RECQL5,chr17:75588057-75708062,WT,DSL3,NOTEST,1.54687,2.66165,0.782965,0,1,1,no
REEP1,REEP1,REEP1,chr2:86213996-86338083,WT,DSL3,NOTEST,0.154332,0.579058,1.90767,0,1,1,no
REEP2,REEP2,REEP2,chr5:138439000-138446969,WT,DSL3,OK,6.89259,3.0598,-1.17161,-2.18914,5.00E-05,0.000189718,yes
REEP3,REEP3,REEP3,chr10:63521362-63625123,WT,DSL3,OK,9.16817,6.28513,-0.544692,-2.53932,5.00E-05,0.000189718,yes
REEP4,REEP4,REEP4,chr8:22138019-22141935,WT,DSL3,OK,30.6708,21.1809,-0.5341,-2.1744,0.00025,0.000828201,yes
REEP5,REEP5,REEP5,chr5:112861187-112922334,WT,DSL3,OK,13.8709,13.0988,-0.0826296,-0.3144,0.5908,0.675777,no
REEP6,REEP6,REEP6,chr19:1491165-1497925,WT,DSL3,NOTEST,0,0.655864,inf,0,1,1,no
REG1A,REG1A,REG1A,chr2:79120457-79123419,WT,DSL3,NOTEST,0,0,0,0,1,1,no
REG1B,REG1B,REG1B,chr2:79085022-79088024,WT,DSL3,NOTEST,0,0,0,0,1,1,no
REG1P,REG1P,REG1P,chr2:79135502-79138427,WT,DSL3,NOTEST,0,0,0,0,1,1,no
REG3A,REG3A,REG3A,chr2:79157005-79159754,WT,DSL3,NOTEST,0,0,0,0,1,1,no
REG3G,REG3G,REG3G,chr2:79025685-79028504,WT,DSL3,NOTEST,0,0,0,0,1,1,no
REG4,REG4,REG4,chr1:119794017-119811580,WT,DSL3,NOTEST,0,0,0,0,1,1,no
REL,REL,REL,chr2:60881494-60928156,WT,DSL3,NOTEST,1.15024,1.00405,-0.196108,0,1,1,no
RELA,RELA,RELA,chr11:65653595-65662972,WT,DSL3,OK,16.336,22.7695,0.479048,2.17592,0.00035,0.00111977,yes
RELB,RELB,RELB,chr19:45001448-45038198,WT,DSL3,OK,4.97542,6.53434,0.393223,0.926964,0.1042,0.165404,no
RELL1,RELL1,RELL1,chr4:37453929-37686377,WT,DSL3,OK,6.32789,7.27098,0.200424,0.755841,0.19685,0.279214,no
RELL2,RELL2,RELL2,chr5:141636949-141651419,WT,DSL3,OK,2.408,4.38371,0.86432,1.30735,0.02735,0.0525962,no
RELN,RELN,RELN,chr7:103347523-103989516,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RELT,RELT,RELT,chr11:73376359-73397474,WT,DSL3,NOTEST,3.04584,2.37151,-0.361034,0,1,1,no
REM1,REM1,REM1,chr20:31475287-31484905,WT,DSL3,NOTEST,0,0,0,0,1,1,no
REM2,REM2,REM2,chr14:22883222-22887680,WT,DSL3,NOTEST,0.114536,0.317657,1.47167,0,1,1,no
REN,REN,REN,chr1:204154815-204166337,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RENBP,RENBP,RENBP,chrX:153935268-153944780,WT,DSL3,NOTEST,0,0,0,0,1,1,no
REP15,REP15,REP15,chr12:27696494-27697633,WT,DSL3,NOTEST,0.209521,0.899167,2.1015,0,1,1,no
REPIN1,REPIN1,REPIN1,chr7:150368789-150374044,WT,DSL3,OK,16.1201,12.4341,-0.374562,-1.39333,0.0167,0.0342529,yes
REPS1,REPS1,REPS1,chr6:138796110-138988261,WT,DSL3,OK,10.3686,4.72798,-1.13292,-4.32735,5.00E-05,0.000189718,yes
REPS2,REPS2,REPS2,chrX:16946690-17153280,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RER1,RER1,RER1,chr1:2391774-2412571,WT,DSL3,OK,37.5278,43.258,0.205007,0.981098,0.09025,0.146456,no
RERE,RERE,RERE,chr1:8352403-8817640,WT,DSL3,OK,7.74346,3.49697,-1.14687,-4.53109,5.00E-05,0.000189718,yes
REREP3,REREP3,REREP3,chr15:22258613-22282880,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RERG,RERG,RERG,chr12:15107781-15221477,WT,DSL3,NOTEST,0.118911,0.1645,0.468202,0,1,1,no
RERG-AS1,RERG-AS1,RERG-AS1,chr12:15107781-15221477,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RERGL,RERGL,RERGL,chr12:18080868-18090193,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RESP18,RESP18,RESP18,chr2:219327408-219333177,WT,DSL3,NOTEST,0,0,0,0,1,1,no
REST,REST,REST,chr4:56907875-56935844,WT,DSL3,OK,11.3615,13.0338,0.198094,1.18776,0.05945,0.10243,no
RET,RET,RET,chr10:43077068-43130349,WT,DSL3,NOTEST,0,0.0554197,inf,0,1,1,no
RETN,RETN,RETN,chr19:7669085-7670454,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RETNLB,RETNLB,RETNLB,chr3:108755638-108757283,WT,DSL3,NOTEST,0,0,0,0,1,1,no
RETSAT,RETSAT,RETSAT,chr2:85341954-85354698,WT,DSL3,OK,5.23311,6.10796,0.223022,0.737703,0.20945,0.293614,no
REV1,REV1,REV1,chr2:99400474-99490018,WT,DSL3,OK,3.56358,4.51771,0.342262,1.24611,0.0436,0.078905,no
